"blockgroupID","X","blockcount","blockgroup","censustract","total","white","black","asian","other","hispanic","area","income","poverty.1.verypoor","poverty.2.poor","poverty.3.middle","poverty.4.uppermiddle","segregationmetric","povertymetric","vacantprop","comresprop","whiteprop","blackprop","asianprop","otherprop","hispanicprop","violentcrime.2006","violentcrime.2007","violentcrime.2008","violentcrime.2009","violentcrime.2010","violentcrime.2011","violentcrime.2012","violentcrime.2013","violentcrime.2014","violentcrime.2015","violentcrime.2016","nonviolentcrime.2006","nonviolentcrime.2007","nonviolentcrime.2008","nonviolentcrime.2009","nonviolentcrime.2010","nonviolentcrime.2011","nonviolentcrime.2012","nonviolentcrime.2013","nonviolentcrime.2014","nonviolentcrime.2015","nonviolentcrime.2016","mural_count","violentcrime_total","nonviolentcrime_total","mural_presence"
"118_3",81,7,3,118,1101,12,1063,1,13,12,4284228.902,16062,0.041797283,0.102403344,0.569487983,0.28631139,0.54410556,0.314486023,0.013754886,0.160732597,0.010899183,0.965485922,0.000908265,0.011807448,0.010899183,39,48,42,36,44,48,44,25,53,48,22,62,82,64,48,55,61,36,54,61,51,28,0,519,464,"0"
"118_4",82,7,4,118,610,1,575,0,24,10,657138.7575,18890,0.353947368,0.043421053,0.111842105,0.490789474,0.53693014,0.440617814,0.008175242,0.013489298,0.001639344,0.942622951,0,0.039344262,0.016393443,19,12,11,12,11,17,18,17,15,16,4,19,20,15,21,16,18,20,20,15,23,10,0,173,211,"0"
"118_5",83,13,5,118,1343,35,1238,7,34,29,1673749.288,26117,0.011904762,0.082482993,0.12244898,0.783163265,0.502096211,0.112950045,0,0.003882657,0.026061057,0.921816828,0.005212211,0.025316456,0.021593448,59,35,40,48,64,48,81,45,35,38,26,37,39,35,46,46,54,52,44,48,41,22,0,308,462,"0"
"118_6",84,7,6,118,723,33,665,7,13,5,732086.7894,14747,0.039295393,0,0.151761518,0.808943089,0.498398338,0.094255532,0,0.016697783,0.045643154,0.9197787,0.009681881,0.017980636,0.006915629,20,19,16,10,21,23,20,7,12,17,8,20,27,26,33,20,19,18,15,12,13,8,0,373,558,"0"
"119_1",85,13,1,119,1183,17,1094,17,31,24,1413125.539,18941,0.198529412,0.108455882,0.087316176,0.605698529,0.505935032,0.314531344,0.019415212,0.074082654,0.014370245,0.92476754,0.014370245,0.026204565,0.020287405,32,23,27,39,23,26,33,25,31,35,14,61,36,44,40,47,54,39,38,45,39,19,0,399,446,"0"
"119_2",86,10,2,119,1652,22,1528,9,58,35,1898631.623,24744,0.118413262,0.247483718,0.153345175,0.480757845,0.515011353,0.350792409,0.014682873,0.007525005,0.013317191,0.924939467,0.005447942,0.035108959,0.021186441,32,44,37,34,43,33,34,32,33,33,18,96,59,56,47,42,46,48,62,42,32,28,0,173,314,"0"
"119_3",87,11,3,119,965,4,921,7,15,18,1627766.492,18582,0.166496425,0.032686415,0.243105209,0.557711951,0.533023784,0.282425513,0.065815783,0.083493655,0.004145078,0.954404145,0.007253886,0.015544041,0.01865285,48,36,37,50,40,48,29,25,32,34,20,48,43,43,38,43,36,45,42,43,35,30,2,109,187,"1"
"119_4",88,7,4,119,739,63,640,2,15,19,1790334.996,28296,0.002280502,0.076396807,0.117445838,0.803876853,0.444654821,0.096853833,0.004154886,0.102762073,0.085250338,0.866035183,0.00270636,0.0202977,0.025710419,14,23,16,10,18,15,19,22,12,15,9,57,40,37,25,20,19,15,26,34,31,10,0,46,298,"0"
"119_5",89,6,5,119,656,21,586,0,18,31,701279.0763,17216,0.049910873,0.017825312,0.324420677,0.607843137,0.475694635,0.1782023,0.002943507,0.010691632,0.032012195,0.893292683,0,0.027439024,0.047256098,13,9,10,8,6,9,10,13,15,12,4,35,17,17,10,17,11,14,21,18,18,9,0,66,430,"0"
"12.01_1",90,19,1,12.01,770,645,10,58,23,34,1635262.794,76087,0.036319613,0.01937046,0.032687651,0.911622276,0.487073891,0.063054539,0,0.009570206,0.837662338,0.012987013,0.075324675,0.02987013,0.044155844,3,13,6,5,3,2,3,2,4,3,2,21,55,37,26,23,22,39,18,24,20,13,0,62,343,"0"
"12.01_2",91,14,2,12.01,1116,976,39,47,24,30,850620.3627,116273,0.149498633,0.003646308,0.056517776,0.790337284,0.505190347,0.179077005,0,0.051036148,0.874551971,0.034946237,0.042114695,0.021505376,0.02688172,8,7,4,7,8,9,6,7,5,3,2,45,74,53,39,54,42,32,27,27,27,10,0,74,302,"0"
"12.01_3",92,16,3,12.01,956,810,22,59,28,37,703634.8283,87977,0,0.019073569,0.0417802,0.939146231,0.483550702,0.027938655,0,0.088002305,0.847280335,0.023012552,0.061715481,0.029288703,0.038702929,7,9,7,3,4,4,7,5,9,6,1,37,45,37,24,23,43,32,40,35,17,10,0,123,550,"0"
"12.01_4",93,12,4,12.01,936,807,14,58,13,44,660714.3978,100388,0.026894866,0.045232274,0.034229829,0.893643032,0.492817863,0.071790357,0,0.11868258,0.862179487,0.014957265,0.061965812,0.013888889,0.047008547,10,20,4,6,5,9,7,6,2,5,0,27,49,21,29,20,34,26,30,27,26,13,0,95,426,"0"
"12.02_1",94,8,1,12.02,1461,1166,57,116,42,80,702771.1784,83349,0.091572123,0.021069692,0.051053485,0.8363047,0.450445359,0.128602919,0,0.160236615,0.798083504,0.039014374,0.079397673,0.028747433,0.054757016,17,17,12,11,11,12,8,14,8,9,4,59,71,74,51,40,58,45,51,46,39,16,1,77,285,"1"
"12.02_2",95,13,2,12.02,1192,975,58,62,34,63,705554.1921,61621,0.038310413,0.086444008,0.078585462,0.796660118,0.453458175,0.128077012,0.004670973,0.098337886,0.81795302,0.048657718,0.052013423,0.02852349,0.052852349,10,16,6,9,6,8,11,8,10,5,6,44,50,56,38,48,47,48,34,21,24,16,1,231,537,"1"
"12.02_3",96,11,3,12.02,815,662,45,49,16,43,629640.5894,78792,0.01303781,0.026075619,0.045632334,0.915254237,0.442908314,0.047852438,0,0.032100168,0.812269939,0.055214724,0.060122699,0.019631902,0.052760736,18,8,5,9,2,10,4,7,4,5,5,31,44,33,23,36,28,15,21,32,11,11,0,64,284,"0"
"12.02_4",97,14,4,12.02,938,714,103,48,29,44,806966.1433,41534,0.123102867,0.028667791,0.347386172,0.50084317,0.399092539,0.270562826,0.003165569,0.205375308,0.76119403,0.109808102,0.051172708,0.030916844,0.046908316,18,18,30,22,21,23,16,28,25,17,13,50,50,75,52,53,55,43,48,47,45,19,2,73,213,"1"
"12.02_5",98,7,5,12.02,731,614,20,44,21,32,470943.4945,61341,0.134577603,0.009823183,0.12475442,0.730844794,0.475654715,0.191600463,0,0.088011867,0.83994528,0.027359781,0.060191518,0.02872777,0.04377565,10,5,5,5,2,9,11,6,8,3,0,30,40,34,31,22,30,25,32,21,13,6,0,191,482,"0"
"120_1",99,7,1,120,535,105,368,20,19,23,1951264.559,17948,0.194895592,0.025522042,0.299303944,0.480278422,0.278327413,0.326842038,0.004248631,0.018584608,0.196261682,0.687850467,0.037383178,0.035514019,0.042990654,14,6,8,7,5,11,5,4,2,6,5,40,26,24,16,17,22,10,13,13,20,12,0,242,543,"0"
"120_2",100,15,2,120,1412,615,690,31,35,41,4508429.199,26901,0.089765101,0.015939597,0.10738255,0.786912752,0.134609802,0.142811388,0.004955013,0.110724845,0.435552408,0.488668555,0.021954674,0.024787535,0.029036827,27,27,14,17,25,6,10,18,25,13,9,85,63,49,48,40,42,33,28,40,36,18,0,202,519,"0"
"121_1",101,8,1,121,1258,324,769,92,42,31,1815101.595,23292,0.131561892,0.135450421,0.127673364,0.605314323,0.210004052,0.277284521,0,0.150549459,0.257551669,0.611287758,0.073131955,0.033386328,0.024642289,19,15,19,25,24,19,25,21,20,35,20,76,70,58,43,51,40,46,52,42,34,31,0,75,253,"0"
"121_2",102,7,2,121,1289,310,918,15,23,23,7671782.96,18100,0.165067179,0.095009597,0.266794626,0.473128599,0.290799623,0.332777602,0.024481478,0.010561425,0.240496509,0.712179984,0.011636928,0.017843289,0.017843289,20,19,12,14,12,15,20,19,22,28,21,67,55,64,56,56,47,34,48,26,49,17,0,139,325,"0"
"122.01_1",103,10,1,122.01,785,339,327,65,32,22,2316404.229,18116,0.1890625,0.31875,0.3328125,0.159375,0.099630761,0.537434149,0,0.230792901,0.431847134,0.41656051,0.082802548,0.040764331,0.028025478,7,6,11,10,9,1,13,0,7,7,4,27,32,25,20,29,21,19,20,28,25,7,0,227,1309,"0"
"122.01_2",104,12,2,122.01,2126,818,762,369,87,90,1803027.984,23330,0.269587195,0.220724516,0.090564448,0.419123842,0.143464161,0.468668817,0,0.049755447,0.384760113,0.358419567,0.173565381,0.040921919,0.04233302,7,5,5,10,20,10,23,18,12,17,12,51,42,48,27,39,21,22,23,22,23,7,0,130,302,"0"
"122.03_1",105,4,1,122.03,1120,443,338,255,47,37,2431952.374,18684,0.319968553,0.172169811,0.084119497,0.423742138,0.20939532,0.485303834,0,0.437107604,0.395535714,0.301785714,0.227678571,0.041964286,0.033035714,31,17,26,26,19,32,18,20,14,13,11,111,99,143,103,100,126,110,80,142,165,130,0,386,585,"0"
"122.04_1",106,13,1,122.04,1754,421,1131,82,61,59,2229711.445,33815,0.159530387,0.04558011,0.135359116,0.659530387,0.234552437,0.246471844,0,0.131709817,0.240022805,0.644811859,0.046750285,0.034777651,0.0336374,11,10,14,16,14,8,13,13,8,12,11,41,29,24,36,39,22,21,20,28,21,21,0,603,1314,"0"
"122.04_2",107,10,2,122.04,1810,472,1232,27,46,33,7511550.68,26927,0.247364152,0.153284672,0.186536902,0.412814274,0.261040275,0.431764529,0.027758726,0.179114988,0.260773481,0.680662983,0.014917127,0.025414365,0.018232044,36,39,34,31,31,30,38,33,30,54,30,66,56,63,57,66,49,43,45,57,52,31,0,311,1114,"0"
"125_1",108,56,1,125,1479,974,229,171,42,63,3761963.217,63633,0.04737516,0.04609475,0,0.90653009,0.346786052,0.081904958,0.001780866,0.677311196,0.658553076,0.154834348,0.115618661,0.028397566,0.042596349,82,51,53,63,63,57,59,57,54,39,25,121,118,122,102,166,153,112,144,142,79,55,0,260,879,"0"
"125_2",109,22,2,125,2274,1570,216,290,53,145,1797879.225,67083,0.140117994,0.012168142,0.088126844,0.759587021,0.385815412,0.186246575,0.05617484,0.418921721,0.690413369,0.094986807,0.127528584,0.023306948,0.063764292,35,32,28,32,37,41,23,23,24,25,11,167,103,124,117,103,87,93,81,104,92,43,0,297,454,"0"
"125_3",110,42,3,125,1457,889,117,335,43,73,4263195.898,39647,0.217642209,0.052761748,0.079967024,0.649629019,0.413811806,0.293069273,0.007507117,0.5,0.610157859,0.08030199,0.229924502,0.029512697,0.050102951,45,28,27,15,13,15,18,24,27,24,24,106,86,81,73,85,90,73,95,93,73,24,0,244,369,"0"
"13_1",142,9,1,13,727,450,202,32,21,22,596957.5134,57191,0.094629156,0.069053708,0.042199488,0.794117647,0.254849615,0.162259452,0.000991992,0.086765759,0.618982118,0.277854195,0.044016506,0.028885832,0.030261348,11,11,21,21,11,12,9,4,7,15,4,37,45,38,32,36,22,32,24,34,21,12,0,311,369,"0"
"13_2",143,11,2,13,866,462,305,30,29,40,601691.4511,40432,0.106852497,0.049941928,0.285714286,0.557491289,0.17395626,0.246837172,0.00611056,0.034821516,0.533487298,0.352193995,0.034642032,0.033487298,0.046189376,11,9,18,10,15,12,6,14,6,8,8,27,37,28,22,23,25,29,26,21,26,8,0,560,1199,"0"
"13_3",144,9,3,13,641,287,273,25,23,33,742919.914,24098,0,0.034482759,0.459770115,0.505747126,0.095117684,0.184819893,0.022554627,0.015344134,0.44773791,0.425897036,0.03900156,0.035881435,0.051482059,12,10,15,12,9,11,11,9,7,12,4,55,69,66,45,46,37,42,54,32,52,22,0,567,1325,"0"
"13_4",145,13,4,13,721,370,271,15,32,33,527272.9077,35283,0.239583333,0.020833333,0.092261905,0.647321429,0.16454061,0.298054363,0.001387188,0.016604053,0.513176144,0.375866852,0.020804438,0.044382802,0.045769764,9,21,14,12,8,12,5,9,5,7,3,20,50,38,29,28,13,13,23,25,39,20,0,737,1168,"0"
"13_5",146,40,5,13,1987,1211,513,141,68,54,6005335.208,49927,0.066173608,0.049824835,0.060334761,0.823666796,0.258861942,0.125315751,0.024730827,0.088431037,0.6094615,0.258178158,0.070961248,0.034222446,0.027176648,60,46,32,15,28,25,13,22,20,21,13,96,166,162,102,95,101,105,92,83,93,35,1,79,548,"1"
"131_1",111,24,1,131,890,100,675,29,26,60,2708904.15,22461,0.067362429,0.166982922,0.29886148,0.466793169,0.342603377,0.291844959,0.04335791,0.079425586,0.112359551,0.758426966,0.03258427,0.029213483,0.06741573,22,34,19,34,28,34,28,25,26,30,17,46,58,46,49,42,26,44,36,34,46,27,0,92,619,"0"
"131_2",112,9,2,131,639,157,406,12,18,46,754018.1143,17584,0.134686347,0.068265683,0.485239852,0.311808118,0.218499704,0.35857965,0.047758378,0,0.245696401,0.635367762,0.018779343,0.028169014,0.07198748,27,27,25,22,20,28,40,19,18,11,7,49,58,40,22,32,32,47,29,19,30,11,2,161,607,"1"
"132_1",113,12,1,132,1022,36,898,11,9,68,1538542.36,14425,0.040930233,0.168372093,0.35255814,0.438139535,0.457288914,0.283867657,0.090959958,0,0.035225049,0.878669276,0.010763209,0.008806262,0.066536204,30,38,29,26,29,26,31,26,30,23,23,49,38,35,35,30,33,32,33,24,45,15,0,155,467,"0"
"132_2",114,35,2,132,1892,190,1399,86,62,155,3047934.252,13010,0.245742092,0.25729927,0.21836983,0.278588808,0.327161659,0.513907518,0.107584374,0.253515609,0.100422833,0.739429175,0.045454545,0.032769556,0.08192389,71,69,56,48,56,54,50,42,47,41,26,118,125,110,99,129,147,114,106,74,104,73,8,188,658,"1"
"133_1",115,18,1,133,1744,1093,314,103,54,180,1863681.867,50426,0.098537826,0.123331214,0.159567705,0.618563255,0.264665151,0.245329902,0.01610045,0.269505026,0.626720183,0.180045872,0.059059633,0.030963303,0.103211009,61,49,60,49,38,66,48,52,60,55,29,166,167,130,129,179,148,88,85,92,81,60,6,147,479,"1"
"133_2",116,29,2,133,1110,243,768,19,20,60,1983891.907,20848,0.196741855,0.234962406,0.221804511,0.346491228,0.27051153,0.448108185,0.128882975,0.238388286,0.218918919,0.691891892,0.017117117,0.018018018,0.054054054,92,59,59,75,89,82,65,65,47,64,40,123,113,102,72,127,138,118,87,120,99,69,4,133,321,"1"
"134.01_1",117,6,1,134.01,1154,1052,36,32,10,24,650974.8185,61509,0.027027027,0.008190008,0.079443079,0.885339885,0.542250161,0.061836973,0.003386059,0.100477093,0.911611785,0.031195841,0.027729636,0.008665511,0.020797227,10,13,8,10,4,8,5,4,8,5,4,73,57,64,49,41,65,67,37,40,26,29,0,61,254,"0"
"134.01_2",118,13,2,134.01,1134,1004,42,29,17,42,1112545.577,63114,0.028455285,0.029268293,0.090243902,0.85203252,0.515999928,0.08184601,0.003973727,0.138771416,0.885361552,0.037037037,0.025573192,0.014991182,0.037037037,17,8,8,7,10,10,7,1,7,10,7,97,63,67,50,53,74,40,62,52,42,19,0,417,1001,"0"
"134.02_1",119,8,1,134.02,1094,785,111,35,24,139,817251.2716,54887,0.040412044,0.09429477,0.049920761,0.815372425,0.352408936,0.125749606,0.00512956,0.084369838,0.717550274,0.101462523,0.031992687,0.021937843,0.127056673,16,14,6,15,15,13,19,20,11,21,11,79,63,57,52,73,61,57,36,40,55,34,0,84,411,"0"
"134.02_2",120,8,2,134.02,606,353,106,40,16,91,633529.487,51567,0.05952381,0.071428571,0.228571429,0.64047619,0.24646287,0.192252866,0.013894606,0.079227931,0.582508251,0.174917492,0.066006601,0.02640264,0.150165017,19,18,17,8,10,18,20,17,11,13,4,54,54,59,49,35,43,44,39,30,43,17,2,94,525,"1"
"134.02_3",121,12,3,134.02,1222,938,86,53,28,117,1114094.121,43643,0.115273775,0.064361191,0.074927954,0.74543708,0.398232484,0.192068185,0.002671926,0.187235628,0.767594108,0.070376432,0.043371522,0.022913257,0.095744681,26,25,13,20,13,22,19,13,19,15,3,93,72,60,51,79,70,49,53,68,31,32,0,58,323,"0"
"135_1",122,11,1,135,521,457,23,21,4,16,1299588.583,47886,0.235431235,0.079254079,0.037296037,0.648018648,0.507797685,0.315328923,0,0.015975568,0.877159309,0.044145873,0.040307102,0.007677543,0.030710173,21,14,16,10,14,10,19,13,8,15,7,58,53,39,41,56,49,38,42,45,36,22,0,138,668,"0"
"135_2",123,6,2,135,588,245,263,10,12,58,539416.6755,39131,0.035561878,0.216216216,0.115220484,0.633001422,0.073203592,0.228724476,0.029726557,0.06604049,0.416666667,0.447278912,0.017006803,0.020408163,0.098639456,7,16,10,6,11,21,22,12,14,11,3,29,27,30,26,41,45,37,19,22,31,14,0,88,376,"0"
"135_3",124,6,3,135,692,561,55,18,29,29,519862.8226,43490,0,0.011004127,0.046767538,0.942228336,0.459582821,0.024040624,0,0.00682665,0.810693642,0.079479769,0.026011561,0.041907514,0.041907514,17,5,5,4,2,3,5,7,10,3,0,24,32,19,20,32,28,19,17,19,22,22,0,47,267,"0"
"135_4",125,27,4,135,1421,312,907,28,26,148,1993655.807,26777,0.116997792,0.164827079,0.276674025,0.441501104,0.216902538,0.334632389,0.093071917,0.121211544,0.219563688,0.638282899,0.019704433,0.018296974,0.104152006,47,45,32,39,39,37,44,29,32,40,33,120,125,96,80,104,92,88,72,89,87,48,0,288,270,"0"
"136.01_1",126,14,1,136.01,1169,1027,30,44,38,30,845235.8451,51815,0,0,0.0730187,0.9269813,0.518016737,0.025523735,0.004528944,0.058854635,0.878528657,0.02566296,0.037639008,0.032506416,0.02566296,12,8,10,10,5,10,6,10,8,4,1,45,51,43,33,39,40,36,32,26,38,28,0,423,691,"0"
"136.01_2",127,14,2,136.01,1508,1289,54,73,26,66,956729.287,64327,0.062380649,0,0.111394017,0.826225334,0.485412911,0.104353445,0,0.015813228,0.854774536,0.035809019,0.048408488,0.017241379,0.043766578,15,13,12,9,14,5,4,7,5,9,1,58,96,103,40,45,37,36,31,22,34,23,0,354,354,"0"
"136.02_1",128,8,1,136.02,665,582,25,18,15,25,525985.7179,44832,0.015075377,0.025125628,0.125628141,0.834170854,0.505826346,0.077287584,0.006628031,0.019511087,0.87518797,0.037593985,0.027067669,0.022556391,0.037593985,11,7,7,6,8,7,3,1,6,1,1,38,35,40,20,26,24,32,41,32,26,9,0,293,556,"0"
"136.02_2",129,11,2,136.02,1225,966,119,58,37,45,971261.3358,47217,0.065393093,0.037472447,0.12564291,0.77149155,0.425757175,0.138690198,0,0.010997578,0.788571429,0.097142857,0.047346939,0.030204082,0.036734694,21,12,13,12,15,11,16,18,6,7,7,114,135,85,59,45,42,36,24,46,42,40,2,330,638,"1"
"136.02_3",130,9,3,136.02,970,781,96,22,21,50,641159.8821,38682,0.027048528,0.207637232,0.181384248,0.583929992,0.435793015,0.236926943,0,0.033044951,0.805154639,0.098969072,0.022680412,0.021649485,0.051546392,15,6,9,8,7,16,7,8,9,2,1,60,44,37,30,24,47,28,29,32,27,18,0,540,477,"0"
"136.02_4",131,6,4,136.02,643,588,21,14,8,12,385015.4986,47132,0.11558669,0.015761821,0.017513135,0.851138354,0.545101828,0.138351052,0,0.014040774,0.914463453,0.032659409,0.021772939,0.01244168,0.018662519,7,7,6,5,4,2,4,4,3,4,1,30,31,34,16,23,26,19,23,24,26,15,0,833,1265,"0"
"137_1",132,10,1,137,736,37,668,5,9,17,641888.9293,20650,0,0.33619211,0.320754717,0.343053173,0.486228334,0.347152377,0.088982823,0.034192874,0.050271739,0.907608696,0.006793478,0.012228261,0.023097826,29,19,41,24,29,30,40,17,23,22,14,33,36,23,28,25,18,26,18,16,25,22,0,864,553,"0"
"137_2",133,23,2,137,1081,129,870,10,31,41,1370007.538,14868,0.506644518,0.122923588,0.043189369,0.327242525,0.388450439,0.632326704,0.146335095,0.130411222,0.11933395,0.804810361,0.009250694,0.028677151,0.037927845,50,47,42,34,31,44,45,33,37,35,25,91,79,68,62,71,62,65,56,57,49,31,0,600,670,"0"
"137_3",134,10,3,137,1051,33,975,6,17,20,786131.9328,15099,0.198850575,0.117241379,0.351724138,0.332183908,0.506307555,0.413434064,0.059065947,0.02460335,0.031398668,0.927687916,0.005708849,0.016175071,0.019029496,37,31,27,23,37,27,41,34,48,34,15,51,47,29,27,32,28,31,30,29,28,22,0,234,771,"0"
"137_4",135,8,4,137,794,341,352,27,26,48,698857.5016,30311,0,0.165137615,0.082568807,0.752293578,0.091142865,0.144309908,0.010681255,0.179207081,0.429471033,0.443324937,0.034005038,0.032745592,0.060453401,29,25,30,28,32,32,27,26,30,18,16,68,53,62,59,57,52,48,51,40,37,29,0,126,333,"0"
"137_5",136,22,5,137,1151,249,786,30,48,38,2843427.714,22410,0.224440411,0.185117967,0.156079855,0.434361766,0.279550243,0.419333921,0.155225435,0.284317971,0.216333623,0.682884448,0.026064292,0.041702867,0.03301477,37,50,30,21,26,27,35,37,27,26,14,63,87,74,39,51,46,58,54,67,53,46,8,117,272,"1"
"138_1",137,19,1,138,674,10,613,6,6,39,1629810.72,16705,0.173134328,0.143283582,0.214925373,0.468656716,0.488115187,0.35685471,0.169389658,0.035683383,0.014836795,0.909495549,0.008902077,0.008902077,0.057863501,57,67,59,61,61,55,49,44,29,35,23,44,61,65,37,57,42,49,47,37,24,14,0,112,520,"0"
"138_2",138,31,2,138,1387,109,1192,13,39,34,2038977.622,16045,0.108448173,0.142600359,0.266027561,0.482923907,0.442489964,0.306406606,0.104116386,0.202947115,0.078586878,0.859408796,0.009372747,0.028118241,0.024513338,104,96,106,92,66,69,85,61,58,69,27,141,138,122,102,113,104,136,107,109,127,66,2,105,298,"1"
"139_1",139,11,1,139,1521,7,1423,2,41,48,707289.8027,7600,0.23246493,0.426185705,0.235804943,0.105544422,0.517487582,0.624147582,0.031874121,0.026418885,0.004602235,0.935568705,0.001314924,0.02695595,0.031558185,70,113,97,79,91,62,92,92,98,63,7,56,58,74,61,56,55,51,41,52,46,3,0,295,1130,"0"
"139_2",140,36,2,139,1041,15,967,8,15,36,2247788.032,9645,0.406593407,0.162393162,0.126984127,0.304029304,0.507534144,0.584291651,0.223698946,0.072902555,0.014409222,0.928914505,0.007684918,0.014409222,0.034582133,66,60,61,57,68,65,61,58,40,42,22,68,72,71,74,74,87,52,54,44,44,30,2,1255,2128,"1"
"139_3",141,11,3,139,1202,396,637,22,19,128,3096921.086,19445,0.130612245,0.369387755,0.108163265,0.391836735,0.108569722,0.433014805,0.010641489,0.027424955,0.329450915,0.529950083,0.018302829,0.015806988,0.106489185,30,31,26,20,20,19,23,17,22,13,13,82,85,67,48,73,58,81,71,85,64,57,2,304,454,"1"
"14_1",173,18,1,14,1465,926,326,95,49,69,1313469.796,47002,0.081316554,0.029041626,0.104065828,0.785575992,0.274592175,0.141952086,0.003928024,0.065445248,0.632081911,0.222525597,0.064846416,0.033447099,0.047098976,38,24,29,21,30,19,14,19,17,14,8,69,92,84,84,73,65,54,65,53,65,42,0,457,1072,"0"
"14_2",174,7,2,14,765,509,139,58,22,37,522348.1298,55272,0.022727273,0,0.092657343,0.884615385,0.314151389,0.056221436,0.001548452,0.034523098,0.665359477,0.181699346,0.075816993,0.02875817,0.048366013,10,11,10,10,5,11,8,4,6,11,2,31,33,25,33,30,35,29,22,24,28,11,0,764,1196,"0"
"14_3",175,23,3,14,1720,951,558,65,44,102,1558060.676,51733,0.077225131,0.130890052,0.096858639,0.695026178,0.185470037,0.2063447,0.059479977,0.168231638,0.552906977,0.324418605,0.037790698,0.025581395,0.059302326,47,45,39,42,25,32,18,42,18,18,17,125,126,141,88,74,96,91,82,72,59,40,6,837,1062,"1"
"140_1",147,37,1,140,1340,212,963,70,26,69,2538983.684,19235,0.257647859,0.189666893,0.076818491,0.475866757,0.297276355,0.429631274,0.081643775,0.203664531,0.158208955,0.718656716,0.052238806,0.019402985,0.051492537,167,152,133,110,118,113,111,84,81,125,61,248,269,194,163,233,228,192,142,189,184,86,8,105,561,"1"
"140_2",148,13,2,140,647,71,521,8,10,37,1005469.553,16286,0.50867052,0.101156069,0.115606936,0.274566474,0.383874662,0.644547182,0.258915145,0.022261186,0.109737249,0.805255023,0.01236476,0.015455951,0.057187017,32,35,34,14,29,33,38,20,27,26,16,37,54,45,31,49,51,52,43,31,42,19,0,789,3908,"0"
"140_3",149,14,3,140,1023,102,781,40,34,66,1183631.173,14582,0.241935484,0.14874552,0.369175627,0.240143369,0.351639369,0.486739906,0.130048474,0.179088016,0.099706745,0.76344086,0.039100684,0.033235582,0.064516129,52,70,52,51,37,41,34,35,28,30,27,134,130,93,66,93,120,129,77,85,95,50,2,257,1245,"1"
